# RTK ground truth trajectory (2D only, Z=0)
# Transformations applied:
#   1. Zero at origin (first measurement at 0,0)
#   2. Timestamps normalized to start at 0
#   3. Z coordinate set to 0 (2D trajectory)
# Original origin: (484992.14, 4418835.23)
# Format: t x y z qx qy qz qw
9.198984385 0.003857926 0.003526963 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
9.398477554 -0.000057827 0.004046061 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
9.598873615 0.002933010 0.007417904 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
9.798708439 -0.005900042 0.020070725 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
9.998780489 0.002894257 0.021696527 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
10.199053288 0.011618259 0.021943520 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
10.398772955 0.020670349 0.025133265 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
10.599196434 0.038387125 0.025290960 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
10.799082041 0.044755991 0.035217403 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
10.998459578 0.039300434 0.047073658 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
11.199171305 0.034596541 0.045561146 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
11.398988724 0.029772469 0.038467412 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
11.599401951 0.024223098 0.028831194 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
11.799292326 0.027999584 0.012470833 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
11.998952866 0.038694400 -0.005737535 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
12.199350595 0.047802462 -0.022891029 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
12.398482084 0.052714619 -0.041088698 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
12.598842859 0.056735820 -0.060169923 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
12.798549175 0.061866044 -0.068755269 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
12.998935699 0.068753005 -0.078973637 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
13.198646545 0.075565712 -0.087343044 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
13.398810148 0.070605058 -0.093466600 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
13.599053383 0.068004129 -0.096507663 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
13.799478054 0.069845008 -0.097822934 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
13.999295712 0.066723605 -0.100028839 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
14.199142456 0.065201313 -0.096005830 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
14.398835182 0.064356307 -0.093531296 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
14.598768950 0.060877099 -0.085927485 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
14.798643589 0.052736758 -0.078438990 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
